"","X","subject","type","item","condition","question","correct_answer","response","rt","group","proficiency1","proficiency2","ambiguity","trimmed_rt"
"29",29,1,"gap",19,"a","0","-","-",9041,"Non-Native",74,-0.5,0.5,9041
"46",46,1,"gap",14,"b","0","-","-",5526,"Non-Native",74,-0.5,-0.5,5526
"61",61,1,"gap",18,"b","0","-","-",10108,"Non-Native",74,-0.5,-0.5,10108
"65",65,1,"gap",21,"a","0","-","-",4589,"Non-Native",74,-0.5,0.5,4589
"79",79,1,"gap",16,"b","0","-","-",11361,"Non-Native",74,-0.5,-0.5,11361
"85",85,1,"gap",22,"b","0","-","-",14733,"Non-Native",74,-0.5,-0.5,14733
"95",95,1,"gap",15,"a","0","-","-",13338,"Non-Native",74,-0.5,0.5,13338
"113",113,1,"gap",13,"a","0","-","-",17061,"Non-Native",74,-0.5,0.5,17061
"121",121,1,"gap",17,"a","0","-","-",11833,"Non-Native",74,-0.5,0.5,11833
"135",135,1,"gap",23,"a","0","-","-",12171,"Non-Native",74,-0.5,0.5,12171
"154",154,1,"gap",24,"b","0","-","-",10121,"Non-Native",74,-0.5,-0.5,10121
"178",178,1,"gap",20,"b","0","-","-",10289,"Non-Native",74,-0.5,-0.5,10289
"202",202,2,"gap",14,"a","0","-","-",6515,"Non-Native",71,0.5,0.5,6515
"212",212,2,"gap",17,"b","0","-","-",10064,"Non-Native",71,0.5,-0.5,10064
"219",219,2,"gap",23,"b","0","-","-",7993,"Non-Native",71,0.5,-0.5,7993
"255",255,2,"gap",19,"b","0","-","-",7703,"Non-Native",71,0.5,-0.5,7703
"261",261,2,"gap",24,"a","0","-","-",11367,"Non-Native",71,0.5,0.5,11367
"275",275,2,"gap",18,"a","0","-","-",4807,"Non-Native",71,0.5,0.5,4807
"285",285,2,"gap",22,"a","0","-","-",6917,"Non-Native",71,0.5,0.5,6917
"294",294,2,"gap",20,"a","0","-","-",8511,"Non-Native",71,0.5,0.5,8511
"322",322,2,"gap",15,"b","0","-","-",6078,"Non-Native",71,0.5,-0.5,6078
"332",332,2,"gap",13,"b","0","-","-",4342,"Non-Native",71,0.5,-0.5,4342
"336",336,2,"gap",16,"a","0","-","-",6377,"Non-Native",71,0.5,0.5,6377
"357",357,2,"gap",21,"b","0","-","-",3204,"Non-Native",71,0.5,-0.5,3204
"379",379,3,"gap",23,"a","0","-","-",5486,"Non-Native",72,-0.5,0.5,5486
"385",385,3,"gap",19,"a","0","-","-",5880,"Non-Native",72,-0.5,0.5,5880
"392",392,3,"gap",14,"b","0","-","-",5846,"Non-Native",72,-0.5,-0.5,5846
"396",396,3,"gap",17,"a","0","-","-",8316,"Non-Native",72,-0.5,0.5,8316
"403",403,3,"gap",18,"b","0","-","-",8201,"Non-Native",72,-0.5,-0.5,8201
"416",416,3,"gap",21,"a","0","-","-",5149,"Non-Native",72,-0.5,0.5,5149
"432",432,3,"gap",13,"a","0","-","-",6131,"Non-Native",72,-0.5,0.5,6131
"435",435,3,"gap",16,"b","0","-","-",6124,"Non-Native",72,-0.5,-0.5,6124
"442",442,3,"gap",24,"b","0","-","-",6083,"Non-Native",72,-0.5,-0.5,6083
"459",459,3,"gap",15,"a","0","-","-",5716,"Non-Native",72,-0.5,0.5,5716
"487",487,3,"gap",22,"b","0","-","-",3995,"Non-Native",72,-0.5,-0.5,3995
"521",521,3,"gap",20,"b","0","-","-",4184,"Non-Native",72,-0.5,-0.5,4184
"555",555,4,"gap",23,"b","0","-","-",5066,"Non-Native",66,0.5,-0.5,5066
"558",558,4,"gap",18,"a","0","-","-",12251,"Non-Native",66,0.5,0.5,12251
"572",572,4,"gap",24,"a","0","-","-",4664,"Non-Native",66,0.5,0.5,4664
"581",581,4,"gap",14,"a","0","-","-",6748,"Non-Native",66,0.5,0.5,6748
"592",592,4,"gap",19,"b","0","-","-",9516,"Non-Native",66,0.5,-0.5,9516
"607",607,4,"gap",22,"a","0","-","-",6543,"Non-Native",66,0.5,0.5,6543
"618",618,4,"gap",13,"b","0","-","-",4852,"Non-Native",66,0.5,-0.5,4852
"632",632,4,"gap",15,"b","0","-","-",13170,"Non-Native",66,0.5,-0.5,13170
"647",647,4,"gap",16,"a","0","-","-",4342,"Non-Native",66,0.5,0.5,4342
"667",667,4,"gap",20,"a","0","-","-",8163,"Non-Native",66,0.5,0.5,8163
"700",700,4,"gap",17,"b","0","-","-",8918,"Non-Native",66,0.5,-0.5,8918
"718",718,4,"gap",21,"b","0","-","-",6919,"Non-Native",66,0.5,-0.5,6919
"734",734,5,"gap",24,"b","0","-","-",7293,"Non-Native",71,0.5,-0.5,7293
"744",744,5,"gap",23,"a","0","-","-",12383,"Non-Native",71,0.5,0.5,12383
"769",769,5,"gap",21,"a","0","-","-",3665,"Non-Native",71,0.5,0.5,3665
"781",781,5,"gap",13,"a","0","-","-",4194,"Non-Native",71,0.5,0.5,4194
"804",804,5,"gap",16,"b","0","-","-",15111,"Non-Native",71,0.5,-0.5,15111
"819",819,5,"gap",20,"b","0","-","-",8684,"Non-Native",71,0.5,-0.5,8684
"822",822,5,"gap",15,"a","0","-","-",4672,"Non-Native",71,0.5,0.5,4672
"829",829,5,"gap",17,"a","0","-","-",18429,"Non-Native",71,0.5,0.5,18429
"846",846,5,"gap",19,"a","0","-","-",11498,"Non-Native",71,0.5,0.5,11498
"857",857,5,"gap",22,"b","0","-","-",8600,"Non-Native",71,0.5,-0.5,8600
"869",869,5,"gap",14,"b","0","-","-",8675,"Non-Native",71,0.5,-0.5,8675
"898",898,5,"gap",18,"b","0","-","-",10339,"Non-Native",71,0.5,-0.5,10339
"914",914,6,"gap",16,"a","0","-","-",7004,"Non-Native",70,0.5,0.5,7004
"922",922,6,"gap",14,"a","0","-","-",15244,"Non-Native",70,0.5,0.5,15244
"926",926,6,"gap",21,"b","0","-","-",11963,"Non-Native",70,0.5,-0.5,11963
"937",937,6,"gap",23,"b","0","-","-",8962,"Non-Native",70,0.5,-0.5,8962
"955",955,6,"gap",18,"a","0","-","-",15143,"Non-Native",70,0.5,0.5,15143
"967",967,6,"gap",22,"a","0","-","-",6575,"Non-Native",70,0.5,0.5,6575
"971",971,6,"gap",15,"b","0","-","-",9823,"Non-Native",70,0.5,-0.5,9823
"981",981,6,"gap",24,"a","0","-","-",5869,"Non-Native",70,0.5,0.5,5869
"988",988,6,"gap",19,"b","0","-","-",11130,"Non-Native",70,0.5,-0.5,11130
"995",995,6,"gap",20,"a","0","-","-",9556,"Non-Native",70,0.5,0.5,9556
"1002",1002,6,"gap",17,"b","0","-","-",8209,"Non-Native",70,0.5,-0.5,8209
"1037",1037,6,"gap",13,"b","0","-","-",15344,"Non-Native",70,0.5,-0.5,15344
"1094",1094,7,"gap",20,"b","0","-","-",11293,"Non-Native",63,0.5,-0.5,11293
"1102",1102,7,"gap",17,"a","0","-","-",11815,"Non-Native",63,0.5,0.5,11815
"1130",1130,7,"gap",24,"b","0","-","-",18786,"Non-Native",63,0.5,-0.5,18786
"1151",1151,7,"gap",22,"b","0","-","-",6018,"Non-Native",63,0.5,-0.5,6018
"1155",1155,7,"gap",16,"b","0","-","-",5899,"Non-Native",63,0.5,-0.5,5899
"1180",1180,7,"gap",21,"a","0","-","-",6277,"Non-Native",63,0.5,0.5,6277
"1187",1187,7,"gap",18,"b","0","-","-",6337,"Non-Native",63,0.5,-0.5,6337
"1191",1191,7,"gap",15,"a","0","-","-",11334,"Non-Native",63,0.5,0.5,11334
"1199",1199,7,"gap",19,"a","0","-","-",10987,"Non-Native",63,0.5,0.5,10987
"1209",1209,7,"gap",23,"a","0","-","-",13282,"Non-Native",63,0.5,0.5,13282
"1217",1217,7,"gap",14,"b","0","-","-",8826,"Non-Native",63,0.5,-0.5,8826
"1227",1227,7,"gap",13,"a","0","-","-",8055,"Non-Native",63,0.5,0.5,8055
"1275",1275,8,"gap",14,"a","0","-","-",7902,"Non-Native",63,0.5,0.5,7902
"1287",1287,8,"gap",21,"b","0","-","-",6909,"Non-Native",63,0.5,-0.5,6909
"1290",1290,8,"gap",13,"b","0","-","-",5596,"Non-Native",63,0.5,-0.5,5596
"1310",1310,8,"gap",18,"a","0","-","-",8568,"Non-Native",63,0.5,0.5,8568
"1320",1320,8,"gap",19,"b","0","-","-",7275,"Non-Native",63,0.5,-0.5,7275
"1343",1343,8,"gap",17,"b","0","-","-",7374,"Non-Native",63,0.5,-0.5,7374
"1350",1350,8,"gap",23,"b","0","-","-",7920,"Non-Native",63,0.5,-0.5,7920
"1356",1356,8,"gap",24,"a","0","-","-",3560,"Non-Native",63,0.5,0.5,3560
"1381",1381,8,"gap",20,"a","0","-","-",3150,"Non-Native",63,0.5,0.5,3150
"1394",1394,8,"gap",16,"a","0","-","-",2397,"Non-Native",63,0.5,0.5,2397
"1401",1401,8,"gap",15,"b","0","-","-",4673,"Non-Native",63,0.5,-0.5,4673
"1405",1405,8,"gap",22,"a","0","-","-",4713,"Non-Native",63,0.5,0.5,4713
"1458",1458,9,"gap",15,"a","0","-","-",13177,"Non-Native",70,0.5,0.5,13177
"1462",1462,9,"gap",20,"b","0","-","-",8398,"Non-Native",70,0.5,-0.5,8398
"1465",1465,9,"gap",18,"b","0","-","-",11382,"Non-Native",70,0.5,-0.5,11382
"1471",1471,9,"gap",14,"b","0","-","-",5840,"Non-Native",70,0.5,-0.5,5840
"1484",1484,9,"gap",13,"a","0","-","-",6751,"Non-Native",70,0.5,0.5,6751
"1487",1487,9,"gap",17,"a","0","-","-",22957,"Non-Native",70,0.5,0.5,22957
"1520",1520,9,"gap",19,"a","0","-","-",10426,"Non-Native",70,0.5,0.5,10426
"1532",1532,9,"gap",24,"b","0","-","-",4541,"Non-Native",70,0.5,-0.5,4541
"1541",1541,9,"gap",22,"b","0","-","-",7471,"Non-Native",70,0.5,-0.5,7471
"1586",1586,9,"gap",16,"b","0","-","-",7405,"Non-Native",70,0.5,-0.5,7405
"1593",1593,9,"gap",21,"a","0","-","-",14625,"Non-Native",70,0.5,0.5,14625
"1596",1596,9,"gap",23,"a","0","-","-",3352,"Non-Native",70,0.5,0.5,3352
"1654",1654,10,"gap",18,"a","0","-","-",13054,"Non-Native",70,0.5,0.5,13054
"1661",1661,10,"gap",15,"b","0","-","-",13635,"Non-Native",70,0.5,-0.5,13635
"1665",1665,10,"gap",19,"b","0","-","-",16164,"Non-Native",70,0.5,-0.5,16164
"1687",1687,10,"gap",16,"a","0","-","-",20443,"Non-Native",70,0.5,0.5,20443
"1698",1698,10,"gap",13,"b","0","-","-",11707,"Non-Native",70,0.5,-0.5,11707
"1706",1706,10,"gap",21,"b","0","-","-",14731,"Non-Native",70,0.5,-0.5,14731
"1713",1713,10,"gap",22,"a","0","-","-",16647,"Non-Native",70,0.5,0.5,16647
"1734",1734,10,"gap",17,"b","0","-","-",22383,"Non-Native",70,0.5,-0.5,22383
"1745",1745,10,"gap",20,"a","0","-","-",15723,"Non-Native",70,0.5,0.5,15723
"1757",1757,10,"gap",24,"a","0","-","-",19317,"Non-Native",70,0.5,0.5,19317
"1791",1791,10,"gap",23,"b","0","-","-",7571,"Non-Native",70,0.5,-0.5,7571
"1797",1797,10,"gap",14,"a","0","-","-",8881,"Non-Native",70,0.5,0.5,8881
"1823",1823,11,"gap",17,"a","0","-","-",6593,"Non-Native",73,-0.5,0.5,6593
"1839",1839,11,"gap",23,"a","0","-","-",5333,"Non-Native",73,-0.5,0.5,5333
"1850",1850,11,"gap",13,"a","0","-","-",4088,"Non-Native",73,-0.5,0.5,4088
"1858",1858,11,"gap",16,"b","0","-","-",3519,"Non-Native",73,-0.5,-0.5,3519
"1865",1865,11,"gap",24,"b","0","-","-",3664,"Non-Native",73,-0.5,-0.5,3664
"1905",1905,11,"gap",15,"a","0","-","-",11858,"Non-Native",73,-0.5,0.5,11858
"1926",1926,11,"gap",19,"a","0","-","-",2867,"Non-Native",73,-0.5,0.5,2867
"1936",1936,11,"gap",18,"b","0","-","-",8229,"Non-Native",73,-0.5,-0.5,8229
"1939",1939,11,"gap",22,"b","0","-","-",2685,"Non-Native",73,-0.5,-0.5,2685
"1955",1955,11,"gap",21,"a","0","-","-",2669,"Non-Native",73,-0.5,0.5,2669
"1965",1965,11,"gap",14,"b","0","-","-",3394,"Non-Native",73,-0.5,-0.5,3394
"1968",1968,11,"gap",20,"b","0","-","-",2379,"Non-Native",73,-0.5,-0.5,2379
"1995",1995,12,"gap",20,"a","0","-","-",6626,"Non-Native",72,-0.5,0.5,6626
"2018",2018,12,"gap",23,"b","0","-","-",5964,"Non-Native",72,-0.5,-0.5,5964
"2044",2044,12,"gap",19,"b","0","-","-",8042,"Non-Native",72,-0.5,-0.5,8042
"2048",2048,12,"gap",15,"b","0","-","-",10316,"Non-Native",72,-0.5,-0.5,10316
"2052",2052,12,"gap",17,"b","0","-","-",8427,"Non-Native",72,-0.5,-0.5,8427
"2056",2056,12,"gap",24,"a","0","-","-",4341,"Non-Native",72,-0.5,0.5,4341
"2062",2062,12,"gap",18,"a","0","-","-",6425,"Non-Native",72,-0.5,0.5,6425
"2072",2072,12,"gap",14,"a","0","-","-",8633,"Non-Native",72,-0.5,0.5,8633
"2116",2116,12,"gap",13,"b","0","-","-",9440,"Non-Native",72,-0.5,-0.5,9440
"2123",2123,12,"gap",21,"b","0","-","-",3857,"Non-Native",72,-0.5,-0.5,3857
"2151",2151,12,"gap",22,"a","0","-","-",7662,"Non-Native",72,-0.5,0.5,7662
"2155",2155,12,"gap",16,"a","0","-","-",10493,"Non-Native",72,-0.5,0.5,10493
"2175",2175,13,"gap",18,"b","0","-","-",10775,"Non-Native",75,-0.5,-0.5,10775
"2182",2182,13,"gap",22,"b","0","-","-",10884,"Non-Native",75,-0.5,-0.5,10884
"2214",2214,13,"gap",16,"b","0","-","-",14221,"Non-Native",75,-0.5,-0.5,14221
"2222",2222,13,"gap",14,"b","0","-","-",11955,"Non-Native",75,-0.5,-0.5,11955
"2239",2239,13,"gap",15,"a","0","-","-",6814,"Non-Native",75,-0.5,0.5,6814
"2272",2272,13,"gap",19,"a","0","-","-",8167,"Non-Native",75,-0.5,0.5,8167
"2286",2286,13,"gap",24,"b","0","-","-",9825,"Non-Native",75,-0.5,-0.5,9825
"2292",2292,13,"gap",21,"a","0","-","-",5797,"Non-Native",75,-0.5,0.5,5797
"2300",2300,13,"gap",13,"a","0","-","-",5369,"Non-Native",75,-0.5,0.5,5369
"2303",2303,13,"gap",17,"a","0","-","-",12522,"Non-Native",75,-0.5,0.5,12522
"2326",2326,13,"gap",20,"b","0","-","-",3569,"Non-Native",75,-0.5,-0.5,3569
"2338",2338,13,"gap",23,"a","0","-","-",9555,"Non-Native",75,-0.5,0.5,9555
"2365",2365,14,"gap",21,"b","0","-","-",11125,"Non-Native",69,0.5,-0.5,11125
"2382",2382,14,"gap",18,"a","0","-","-",7979,"Non-Native",69,0.5,0.5,7979
"2390",2390,14,"gap",17,"b","0","-","-",14040,"Non-Native",69,0.5,-0.5,14040
"2394",2394,14,"gap",23,"b","0","-","-",7209,"Non-Native",69,0.5,-0.5,7209
"2409",2409,14,"gap",24,"a","0","-","-",19528,"Non-Native",69,0.5,0.5,19528
"2430",2430,14,"gap",15,"b","0","-","-",15912,"Non-Native",69,0.5,-0.5,15912
"2436",2436,14,"gap",16,"a","0","-","-",11934,"Non-Native",69,0.5,0.5,11934
"2450",2450,14,"gap",20,"a","0","-","-",7116,"Non-Native",69,0.5,0.5,7116
"2457",2457,14,"gap",14,"a","0","-","-",8760,"Non-Native",69,0.5,0.5,8760
"2474",2474,14,"gap",19,"b","0","-","-",9482,"Non-Native",69,0.5,-0.5,9482
"2482",2482,14,"gap",22,"a","0","-","-",7281,"Non-Native",69,0.5,0.5,7281
"2501",2501,14,"gap",13,"b","0","-","-",4975,"Non-Native",69,0.5,-0.5,4975
"2540",2540,15,"gap",22,"b","0","-","-",14926,"Non-Native",77,-0.5,-0.5,14926
"2558",2558,15,"gap",16,"b","0","-","-",5989,"Non-Native",77,-0.5,-0.5,5989
"2575",2575,15,"gap",23,"a","0","-","-",17436,"Non-Native",77,-0.5,0.5,17436
"2600",2600,15,"gap",13,"a","0","-","-",20737,"Non-Native",77,-0.5,0.5,20737
"2604",2604,15,"gap",14,"b","0","-","-",13663,"Non-Native",77,-0.5,-0.5,13663
"2615",2615,15,"gap",21,"a","0","-","-",4142,"Non-Native",77,-0.5,0.5,4142
"2622",2622,15,"gap",18,"b","0","-","-",14768,"Non-Native",77,-0.5,-0.5,14768
"2626",2626,15,"gap",15,"a","0","-","-",13258,"Non-Native",77,-0.5,0.5,13258
"2635",2635,15,"gap",19,"a","0","-","-",12474,"Non-Native",77,-0.5,0.5,12474
"2642",2642,15,"gap",20,"b","0","-","-",4195,"Non-Native",77,-0.5,-0.5,4195
"2652",2652,15,"gap",24,"b","0","-","-",9129,"Non-Native",77,-0.5,-0.5,9129
"2666",2666,15,"gap",17,"a","0","-","-",12714,"Non-Native",77,-0.5,0.5,12714
"2714",2714,16,"gap",22,"a","0","-","-",6163,"Non-Native",89,-0.5,0.5,6163
"2738",2738,16,"gap",23,"b","0","-","-",5821,"Non-Native",89,-0.5,-0.5,5821
"2767",2767,16,"gap",14,"a","0","-","-",9812,"Non-Native",89,-0.5,0.5,9812
"2774",2774,16,"gap",16,"a","0","-","-",14603,"Non-Native",89,-0.5,0.5,14603
"2785",2785,16,"gap",19,"b","0","-","-",9449,"Non-Native",89,-0.5,-0.5,9449
"2810",2810,16,"gap",15,"b","0","-","-",10134,"Non-Native",89,-0.5,-0.5,10134
"2817",2817,16,"gap",21,"b","0","-","-",5936,"Non-Native",89,-0.5,-0.5,5936
"2831",2831,16,"gap",13,"b","0","-","-",7958,"Non-Native",89,-0.5,-0.5,7958
"2838",2838,16,"gap",24,"a","0","-","-",24544,"Non-Native",89,-0.5,0.5,24544
"2845",2845,16,"gap",17,"b","0","-","-",13536,"Non-Native",89,-0.5,-0.5,13536
"2852",2852,16,"gap",18,"a","0","-","-",6675,"Non-Native",89,-0.5,0.5,6675
"2855",2855,16,"gap",20,"a","0","-","-",4020,"Non-Native",89,-0.5,0.5,4020
"2901",2901,17,"gap",22,"b","0","-","-",6056,"Non-Native",82,-0.5,-0.5,6056
"2932",2932,17,"gap",16,"b","0","-","-",9563,"Non-Native",82,-0.5,-0.5,9563
"2952",2952,17,"gap",14,"b","0","-","-",8581,"Non-Native",82,-0.5,-0.5,8581
"2956",2956,17,"gap",15,"a","0","-","-",29355,"Non-Native",82,-0.5,0.5,29355
"2984",2984,17,"gap",13,"a","0","-","-",12486,"Non-Native",82,-0.5,0.5,12486
"2991",2991,17,"gap",19,"a","0","-","-",16107,"Non-Native",82,-0.5,0.5,16107
"2997",2997,17,"gap",17,"a","0","-","-",14033,"Non-Native",82,-0.5,0.5,14033
"3012",3012,17,"gap",23,"a","0","-","-",9096,"Non-Native",82,-0.5,0.5,9096
"3034",3034,17,"gap",20,"b","0","-","-",14143,"Non-Native",82,-0.5,-0.5,14143
"3037",3037,17,"gap",21,"a","0","-","-",21254,"Non-Native",82,-0.5,0.5,21254
"3041",3041,17,"gap",24,"b","0","-","-",19293,"Non-Native",82,-0.5,-0.5,19293
"3058",3058,17,"gap",18,"b","0","-","-",14574,"Non-Native",82,-0.5,-0.5,14574
"3086",3086,18,"gap",15,"b","0","-","-",10251,"Non-Native",89,-0.5,-0.5,10251
"3094",3094,18,"gap",13,"b","0","-","-",7037,"Non-Native",89,-0.5,-0.5,7037
"3124",3124,18,"gap",14,"a","0","-","-",7308,"Non-Native",89,-0.5,0.5,7308
"3131",3131,18,"gap",23,"b","0","-","-",6511,"Non-Native",89,-0.5,-0.5,6511
"3137",3137,18,"gap",22,"a","0","-","-",6125,"Non-Native",89,-0.5,0.5,6125
"3151",3151,18,"gap",17,"b","0","-","-",4935,"Non-Native",89,-0.5,-0.5,4935
"3165",3165,18,"gap",18,"a","0","-","-",4247,"Non-Native",89,-0.5,0.5,4247
"3210",3210,18,"gap",24,"a","0","-","-",5916,"Non-Native",89,-0.5,0.5,5916
"3220",3220,18,"gap",20,"a","0","-","-",6609,"Non-Native",89,-0.5,0.5,6609
"3227",3227,18,"gap",19,"b","0","-","-",4045,"Non-Native",89,-0.5,-0.5,4045
"3231",3231,18,"gap",21,"b","0","-","-",3137,"Non-Native",89,-0.5,-0.5,3137
"3234",3234,18,"gap",16,"a","0","-","-",4757,"Non-Native",89,-0.5,0.5,4757
"3277",3277,19,"gap",23,"a","0","-","-",17373,"Non-Native",53,0.5,0.5,17373
"3306",3306,19,"gap",18,"b","0","-","-",9409,"Non-Native",53,0.5,-0.5,9409
"3309",3309,19,"gap",24,"b","0","-","-",16957,"Non-Native",53,0.5,-0.5,16957
"3322",3322,19,"gap",22,"b","0","-","-",9467,"Non-Native",53,0.5,-0.5,9467
"3325",3325,19,"gap",16,"b","0","-","-",9243,"Non-Native",53,0.5,-0.5,9243
"3345",3345,19,"gap",13,"a","0","-","-",9091,"Non-Native",53,0.5,0.5,9091
"3361",3361,19,"gap",19,"a","0","-","-",8211,"Non-Native",53,0.5,0.5,8211
"3383",3383,19,"gap",14,"b","0","-","-",7423,"Non-Native",53,0.5,-0.5,7423
"3391",3391,19,"gap",15,"a","0","-","-",12472,"Non-Native",53,0.5,0.5,12472
"3394",3394,19,"gap",17,"a","0","-","-",6559,"Non-Native",53,0.5,0.5,6559
"3407",3407,19,"gap",21,"a","0","-","-",13767,"Non-Native",53,0.5,0.5,13767
"3418",3418,19,"gap",20,"b","0","-","-",10372,"Non-Native",53,0.5,-0.5,10372
"3437",3437,20,"gap",15,"b","0","-","-",12790,"Non-Native",81,-0.5,-0.5,12790
"3451",3451,20,"gap",17,"b","0","-","-",11584,"Non-Native",81,-0.5,-0.5,11584
"3468",3468,20,"gap",21,"b","0","-","-",7535,"Non-Native",81,-0.5,-0.5,7535
"3475",3475,20,"gap",23,"b","0","-","-",14203,"Non-Native",81,-0.5,-0.5,14203
"3492",3492,20,"gap",22,"a","0","-","-",12407,"Non-Native",81,-0.5,0.5,12407
"3512",3512,20,"gap",18,"a","0","-","-",8916,"Non-Native",81,-0.5,0.5,8916
"3524",3524,20,"gap",19,"b","0","-","-",10706,"Non-Native",81,-0.5,-0.5,10706
"3531",3531,20,"gap",16,"a","0","-","-",16437,"Non-Native",81,-0.5,0.5,16437
"3534",3534,20,"gap",24,"a","0","-","-",6744,"Non-Native",81,-0.5,0.5,6744
"3543",3543,20,"gap",14,"a","0","-","-",9924,"Non-Native",81,-0.5,0.5,9924
"3586",3586,20,"gap",13,"b","0","-","-",12807,"Non-Native",81,-0.5,-0.5,12807
"3589",3589,20,"gap",20,"a","0","-","-",8565,"Non-Native",81,-0.5,0.5,8565
